<<<<<<< HEAD
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.048315941789334849e-01,3.411849075480754678e-03,1.814842288185752189e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.395792538674043959e-01,1.239989323353517803e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.308409286680341621e-01,2.350707300610522729e-02,2.788428987751230270e-01,9.497217490357429126e-02,1.798998556931441506e-01,1.161165532159270791e-01,1.647393911899728558e-01,5.199299741835049504e-01,7.232066906937673068e-03,1.691510070748180466e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.273433952838058436e-01,0.000000000000000000e+00,3.240726620065285252e-02,8.368369087184936161e-02,0.000000000000000000e+00,8.653636868835834495e-02,1.807486285933692510e-02,2.991311150279141878e-02,1.585452773429252560e-01,1.572793283241503914e+00,3.843011778315085225e-01,0.000000000000000000e+00,7.357560800615340485e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.964439953213336476e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.419455380685671744e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.513638090670105019e-01,0.000000000000000000e+00,3.845097293718109654e-02,6.979039932377983924e-01,0.000000000000000000e+00,3.903525028229837962e-02,3.642825374667842120e-02,0.000000000000000000e+00,7.275124991870119892e-03,7.698551527292344862e-03,1.052969140170990220e-02,3.086553003265260151e-03,3.701406083601150449e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.922181818511557005e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.693865462655468224e-01,0.000000000000000000e+00,1.653140501939783305e-02,3.686991857436175968e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.933995478560744830e-02,0.000000000000000000e+00,8.098358038274072745e-02,1.409193843199795515e-01,5.369282531422861493e-02,6.252318640266504510e-03,1.972077380039111705e-01,4.966327590635544187e-02,0.000000000000000000e+00,1.984159664286266334e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.787519098476423041e-01,7.399688920931171698e-02,9.487140570816485208e-02,4.243308526641955541e-02,2.318119232067234955e-02,2.100702271719371780e-02,9.243529938568023976e-03,2.413537232958650955e-02,8.877129004200268181e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.510334919345341628e-03,0.000000000000000000e+00,1.525746268217935755e-02,4.040075630741881210e-03,9.818787900935926904e-02,1.846734922088610620e-01,2.132711404484159412e-01,2.237512226598298015e-01,2.823477534681253509e-01,2.106771714570077753e-02,2.747806578015456885e-02,7.796409473050170021e-03,7.406032041944211886e-02,2.156771150079309779e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.767869378329951474e-02,1.464197445378872565e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.881996029623788636e-03,0.000000000000000000e+00,1.114787019400362289e-01,1.881803361391647111e-01,8.881929411563189991e-02,7.100469733785974569e-01,8.255883075997579035e-02,3.597009914590381524e-02,9.593328770528392058e-02,6.519256504420934961e-01,2.843391484270185177e-01,0.000000000000000000e+00,7.320878433257583737e-03,0.000000000000000000e+00,1.097003292530259605e-02,3.444381520156266502e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.031908600514087546e-02,4.033018758578397339e-02,1.118382629421260238e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.549923663333395485e-01,0.000000000000000000e+00,2.499369402886611191e-01,7.880334625921036062e-01,0.000000000000000000e+00,3.020627728765822861e-01,4.567819425603247829e-02,6.207939302721228458e-02,3.297170358719138904e-03,1.157592734918802893e-02,7.674496458734887672e-02,3.563085646422444342e-03,1.688643159861008894e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.345717475250814699e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.005179641146146080e-02,0.000000000000000000e+00,3.064379110872233677e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.258523674352020172e-01,0.000000000000000000e+00,8.833739017303811336e-02,3.518382153018037584e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.217693993379938097e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.934957075134789983e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.872204736817755566e-01
