pt, ht_x, ht_y, ht_z, hp_x, hp_y, hp_z, dist,jt_x, jt_y, jt_z, jt_q, jp_x, jp_y, jp_z, jp_q ,dist
2,203.76,-5.26182,354.181,148.394,34.9707,384.069,74.6816,jt,0.283096,0.0339591,-0.314068,-0.492877,jd
2,203.605,-4.25681,364.352,148.394,34.9707,384.069,70.5395,jt,0.283096,0.0339591,-0.314068,-0.492877,jd
2,207.173,-1.98547,364.656,148.394,34.9707,384.069,72.0942,jt,0.283096,0.0339591,-0.314068,-0.492877,jd
2,209.452,2.7191,375.136,148.394,34.9707,384.069,69.628,jt,0.283096,0.0339591,-0.314068,-0.492877,jd
2,196.55,5.41803,403.149,159.584,48.9888,411.372,57.7276,jt,0.235056,0.0798896,-0.62056,-0.507061,jd
2,188.237,1.15405,387.962,148.394,34.9707,384.069,52.4045,jt,0.283096,0.0339591,-0.314068,-0.492877,jd
2,190.429,-7.544,397.258,148.394,34.9707,384.069,61.2243,jt,0.283096,0.0339591,-0.314068,-0.492877,jd
2,188.139,-4.24106,412.483,140.463,32.5126,413.814,60.2131,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,181.236,5.28098,427.88,154.646,41.6473,434.708,45.5644,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,178.086,1.45427,428.409,154.646,41.6473,434.708,46.9527,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,194.09,-25.4496,412.91,140.463,32.5126,413.814,78.9698,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,193.911,-27.6964,428.19,154.646,41.6473,434.708,79.9545,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,193.578,-27.4603,437.422,154.646,41.6473,434.708,79.3654,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,187.386,-24.1847,451.241,154.646,41.6473,434.708,75.3596,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,182.551,-24.0281,460.374,154.646,41.6473,434.708,75.8335,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,179.668,-23.8556,468.668,154.646,41.6473,434.708,77.9107,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,182.962,-34.5878,466.537,154.646,41.6473,434.708,87.3309,jt,0.00605912,0.0560065,-0.324813,-0.686944,jd
2,180.562,-44.0592,464.664,124.32,22.4701,429.826,93.8247,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,173.662,-50.1195,461.116,124.32,22.4701,429.826,93.1826,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,166.516,-53.6603,451.636,124.32,22.4701,429.826,89.7334,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,163.666,-58.6271,446.078,124.32,22.4701,429.826,91.592,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,159.965,-64.5988,443.735,124.32,22.4701,429.826,95.1055,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,157.689,-67.4811,443.486,124.32,22.4701,429.826,96.9089,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,153.795,-70.0886,436.63,124.32,22.4701,429.826,97.3766,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,146.687,-73.2255,431.565,124.32,22.4701,429.826,98.2902,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,137.256,-80.2047,426.857,110.781,17.5436,413.925,102.093,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,137.105,-85.2691,415.387,110.781,17.5436,413.925,106.139,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,129.703,-86.0959,408.929,110.781,17.5436,413.925,105.471,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,124.506,-84.6918,400.723,110.781,17.5436,413.925,103.994,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,121.175,-84.4434,382.266,110.781,17.5436,413.925,107.292,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,118.292,-78.0576,378.433,114.411,23.115,378.389,101.247,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,117.269,-76.3628,365.572,114.411,23.115,378.389,100.341,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,116.392,-67.7635,358.603,114.411,23.115,378.389,93.0284,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,119.883,-60.4414,357.113,114.411,23.115,378.389,86.3961,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,122.82,-54.0796,367.509,114.411,23.115,378.389,78.4097,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,122.731,-49.7583,366.795,114.411,23.115,378.389,74.2574,jt,0.212986,0.0214824,-0.212878,-0.939972,jd
2,113.182,-45.5538,354.075,113.483,26.9746,354.842,72.5331,jt,0.5428,0.030475,0.0772829,-0.766582,jd
2,114.928,-42.3245,348.935,113.483,26.9746,354.842,69.5654,jt,0.5428,0.030475,0.0772829,-0.766582,jd
2,114.083,-41.4207,350.235,113.483,26.9746,354.842,68.5529,jt,0.5428,0.030475,0.0772829,-0.766582,jd
2,113.736,-41.8193,350.815,113.483,26.9746,354.842,68.9121,jt,0.5428,0.030475,0.0772829,-0.766582,jd
2,114.55,-36.5221,346.034,113.483,26.9746,354.842,64.1136,jt,0.5428,0.030475,0.0772829,-0.766582,jd
2,113.18,-26.0566,342.76,113.483,26.9746,354.842,54.3909,jt,0.5428,0.030475,0.0772829,-0.766582,jd
2,109.253,-16.3101,338.245,101.408,27.236,342.592,44.4602,jt,0.5428,0.030475,0.0772829,-0.766582,jd
