pt, ht_x, ht_y, ht_z, hp_x, hp_y, hp_z, h_dist, jt_x, jt_y, jt_z, jt_q, jp_x, jp_y, jp_z, jp_q, j_dist
3,377.849,-68.035,251.141,208.895,61.8662,296.209,217.832,jt_x, jt_y, jt_z, jt_q, 0.377022,0.0273625,0.184174,-0.510055,jd
3,385.537,-77.9331,259.807,208.895,61.8662,296.209,228.192,jt_x, jt_y, jt_z, jt_q, 0.377022,0.0273625,0.184174,-0.510055,jd
3,387.469,-82.5219,268.907,232.268,81.7834,315.765,230.823,jt_x, jt_y, jt_z, jt_q, 0.281516,0.0250753,0.274905,-0.296926,jd
3,395.24,-101.834,269.851,208.895,61.8662,296.209,249.433,jt_x, jt_y, jt_z, jt_q, 0.377022,0.0273625,0.184174,-0.510055,jd
3,378.541,-49.3854,305.983,230.379,74.1411,341.682,196.176,jt_x, jt_y, jt_z, jt_q, 0.186088,0.0333166,0.334072,-0.423241,jd
3,347.289,-5.51204,395.67,235.485,71.9967,371.854,138.112,jt_x, jt_y, jt_z, jt_q, 0.208698,0.0310495,0.0873035,-0.38749,jd
3,290.952,-4.89005,464.623,219.047,57.8511,423.33,103.981,jt_x, jt_y, jt_z, jt_q, -0.0931638,0.0268666,0.143671,-0.547133,jd
3,262.53,-27.3122,474.805,205.494,50.1593,439.88,102.346,jt_x, jt_y, jt_z, jt_q, -0.176108,0.0296214,0.0277987,-0.679292,jd
3,239.523,-52.0476,466.469,205.494,50.1593,439.88,110.956,jt_x, jt_y, jt_z, jt_q, -0.176108,0.0296214,0.0277987,-0.679292,jd
3,206.286,-90.8832,455.168,159.243,32.1395,443.692,132.209,jt_x, jt_y, jt_z, jt_q, 0.0202205,0.0674236,-0.31322,-1.02488,jd
3,182.578,-108.428,413.552,147.711,18.5919,396.077,132.873,jt_x, jt_y, jt_z, jt_q, -0.0511687,0.0379858,0.00728225,-1.12071,jd
3,164.547,-100.511,437.591,116.513,14.1374,435.815,124.317,jt_x, jt_y, jt_z, jt_q, -0.384206,0.0276257,0.0561161,-1.27172,jd
3,144.019,-78.6691,422.38,116.513,14.1374,435.815,97.7246,jt_x, jt_y, jt_z, jt_q, -0.384206,0.0276257,0.0561161,-1.27172,jd
3,192.884,-111.281,443.833,145.359,23.5055,417.876,145.258,jt_x, jt_y, jt_z, jt_q, -0.2572,0.0672714,0.154057,-1.12643,jd
3,195.091,-103.752,453.467,159.243,32.1395,443.692,140.88,jt_x, jt_y, jt_z, jt_q, 0.0202205,0.0674236,-0.31322,-1.02488,jd
3,186.705,-86.6635,455.743,159.243,32.1395,443.692,122.53,jt_x, jt_y, jt_z, jt_q, 0.0202205,0.0674236,-0.31322,-1.02488,jd
3,159.261,-92.7878,434.193,116.513,14.1374,435.815,115.165,jt_x, jt_y, jt_z, jt_q, -0.384206,0.0276257,0.0561161,-1.27172,jd
3,136.885,-82.3639,436.395,116.513,14.1374,435.815,98.6298,jt_x, jt_y, jt_z, jt_q, -0.384206,0.0276257,0.0561161,-1.27172,jd
3,157.592,-73.6551,469.333,116.513,14.1374,435.815,102.56,jt_x, jt_y, jt_z, jt_q, -0.384206,0.0276257,0.0561161,-1.27172,jd
3,172.934,-104.588,437.35,116.513,14.1374,435.815,131.458,jt_x, jt_y, jt_z, jt_q, -0.384206,0.0276257,0.0561161,-1.27172,jd
3,181.449,-117.419,414.899,147.711,18.5919,396.077,141.392,jt_x, jt_y, jt_z, jt_q, -0.0511687,0.0379858,0.00728225,-1.12071,jd
3,179.416,-121.962,367.79,147.711,18.5919,396.077,146.836,jt_x, jt_y, jt_z, jt_q, -0.0511687,0.0379858,0.00728225,-1.12071,jd
3,172.366,-115.368,313.306,163.351,29.6983,336.243,147.145,jt_x, jt_y, jt_z, jt_q, 0.391276,0.0260744,-0.0300411,-0.946475,jd
3,158.1,-103.905,261.438,150.501,37.0149,280.72,142.436,jt_x, jt_y, jt_z, jt_q, 0.689359,0.0379994,0.00424821,-0.773787,jd
3,138.93,-83.1025,230.802,123.351,37.2929,263.93,125.838,jt_x, jt_y, jt_z, jt_q, 1.04681,0.0840077,-0.293162,-0.973981,jd
3,132.218,-56.2512,223.959,123.351,37.2929,263.93,102.112,jt_x, jt_y, jt_z, jt_q, 1.04681,0.0840077,-0.293162,-0.973981,jd
3,138.146,-35.6132,214.597,123.351,37.2929,263.93,89.2634,jt_x, jt_y, jt_z, jt_q, 1.04681,0.0840077,-0.293162,-0.973981,jd
