2.064390748468720460e+02,2.958532001846841553e+01,3.784395035429629388e+02
2.162833999419244719e+02,4.788298037664240780e+01,3.185508732760322346e+02
2.361250728456766126e+02,2.798147573091510054e+01,2.693626199016647433e+02
2.388315044274786487e+02,2.648111446150706172e+01,2.411553365958577331e+02
2.326597703411814848e+02,3.945648374040182205e+01,2.124976630207808626e+02
2.559829249542069078e+02,3.092460281316304815e+01,3.655249523761110595e+02
2.456660998074207782e+02,2.448504457417648439e+01,3.208019320294515637e+02
2.526067344677071560e+02,2.964003781173401109e+01,2.771901521515749209e+02
2.489850577174476030e+02,4.706362201734865636e+01,2.242003293390774843e+02
2.367160811106516576e+02,5.591163068803235348e+01,1.934681901708115106e+02
2.451900247354935232e+02,6.090364354060557872e+01,3.503362816551194783e+02
2.596649934466678360e+02,6.955848401944372483e+01,3.200035036084467492e+02
2.649073730916983322e+02,5.814037930177970281e+01,2.579300888952307105e+02
2.327856827105735533e+02,8.255180813822828156e+01,1.715321112638764589e+02
2.067664656345492631e+02,1.026982158912884984e+02,1.242940106774011326e+02
2.769497968773702041e+02,4.554987535511732233e+01,3.586499155742029643e+02
2.827678583681615123e+02,6.567998332363031011e+01,3.012001934580944749e+02
2.666118668645003709e+02,7.903976473497574773e+01,2.108783401482559725e+02
2.278796667070883473e+02,1.354622762294345080e+02,1.078473413201901110e+02
1.631853842943354493e+02,1.280389304039413787e+02,8.522776670414762634e+01
2.956256983377218717e+02,7.330988509846615386e+01,3.449685676340853888e+02
2.862212014681961705e+02,9.109472618538038091e+01,2.965906604540620606e+02
2.683610592527089693e+02,1.282824183206539033e+02,2.087827529948422409e+02
2.478551916453278352e+02,1.972919104949907876e+02,1.134906096253632768e+02
1.986347369947843049e+02,1.314031523404359234e+02,9.314580651098009412e+01
