1.631609534265047898e+02,1.546156075231719740e+02,3.607729384828667207e+02
1.788460000000000036e+02,1.407066898324324029e+02,4.365879586397655885e+02
1.682028994618723345e+02,9.855163130827558859e+01,5.332823295718329746e+02
1.261070377172747641e+02,1.567067299892153187e+02,5.371189157914865291e+02
1.913353767424379726e+01,1.967726729914401460e+02,5.485199999999999818e+02
1.648851366502768201e+02,8.315197172674739079e+01,3.300013142114900120e+02
1.754635904533423627e+02,5.223516550534036185e+01,4.495065658987257393e+02
1.335710393596175720e+02,4.610097544790497892e+01,4.950422802210126747e+02
1.397363206265463589e+02,2.240093717886018396e+02,4.530944610718105992e+02
7.126690888059096096e+01,2.510780699846747552e+02,4.714043841523688911e+02
1.449297276044473222e+02,1.962994743398653696e+01,3.642111102251877810e+02
9.241772243775733386e+01,3.862024320997845450e+01,5.089866380730624087e+02
7.437314500012034557e+01,8.978630233259292481e+01,5.113240477760267595e+02
1.218090317070258664e+02,1.404653197527665327e+02,4.206358030539212223e+02
5.712752244666609158e+01,2.690710000000000264e+02,3.464655478182446586e+02
1.369864310318122591e+02,5.522270680485911498e+01,2.857346925509091307e+02
8.984104274345469321e+01,2.156852524874742372e+01,3.919371025075951707e+02
1.057319813880679789e+02,8.692630559299963977e+01,3.942477612522841355e+02
6.533932929308190296e+01,1.542944918823586704e+02,3.335247658612810824e+02
1.047070230715049775e+02,2.106250880058147743e+02,3.576202372240430805e+02
9.332127498275437461e+01,9.074178216099043937e+01,2.448230000000000075e+02
8.937400941700313695e+01,1.754360000000000142e+01,2.995471682631331305e+02
1.736230000000000118e+01,9.491915914044336944e+01,2.516408267700761030e+02
5.564391082868016269e+01,1.760890859495004293e+02,2.484545349867960340e+02
1.046171600814102902e+02,1.417769287510199092e+02,3.146458766851897622e+02
