9.756375024167805066e+01,7.744509167630232582e+01,5.100683105105729283e+02
1.475139124460161781e+02,3.027594905497811340e+01,3.980729986572414418e+02
1.458430526094602726e+02,8.280029018645444694e+01,3.134010655433797865e+02
1.241595925868473529e+02,3.081474389331172858e+01,3.279070560288761840e+02
9.892006977980031479e+01,3.264134728931352214e+01,4.213949193748210860e+02
1.597014369010419159e+02,1.089791788482514932e+02,5.347678967867424262e+02
1.719605543653213147e+02,1.695216681592187911e+02,4.517160121565075315e+02
1.603634051688223394e+02,1.648655262568003366e+02,3.959858971962809164e+02
1.788459892272949219e+02,7.708867155771199009e+01,4.476110477243278183e+02
1.748465237630938418e+02,7.966036556084068820e+01,3.780988825357199516e+02
1.456679216079928096e+02,1.724505516704587933e+02,5.200700696259191318e+02
1.174169956458564457e+02,9.588854882856040263e+01,3.751826367263893189e+02
8.041520366664437347e+01,1.754360008239746094e+01,3.223097963044706376e+02
1.115541384448047069e+02,1.161986442578044745e+02,3.012539762372180121e+02
7.504224028178154526e+01,8.532154791781229619e+01,2.668479919433593750e+02
1.338343117225372794e+02,1.992853210469687610e+02,3.455210141418799594e+02
7.768693388646471476e+01,1.688848080640080980e+02,3.530137193320023243e+02
1.211190792217698373e+02,1.625586157526672650e+02,4.175690273284204750e+02
4.651176530390092978e+01,1.775336163722867013e+02,2.672196607747069947e+02
9.288385025074659040e+01,2.614181432156097458e+02,3.589416438560214146e+02
1.312274410339722976e+02,2.690710201263427734e+02,4.725845292380600995e+02
6.048148757789434882e+01,2.582865172225955348e+02,5.485200195312500000e+02
1.736230087280273438e+01,1.049869687365444975e+02,2.723751399337460271e+02
6.399920941082129389e+01,2.451706454096011214e+02,4.382164841598639669e+02
1.905907580629402531e+01,1.564350316836543016e+02,5.473474087821189187e+02
