Learning time: 8.504
marker3d.x marker3d.y marker3d.z  ShoulderPitch ShoulderRoll ElbowYaw ElbowRoll
200.33	49.6813	301.79	0.384992	0.026036	0.171766	-0.507712	
200.533	49.7566	301.701	0.384992	0.026036	0.171766	-0.507712	
200.633	49.7247	301.99	0.383458	0.026036	0.171766	-0.507712	
200.674	49.7446	302.046	0.384992	0.026036	0.171766	-0.507712	
200.419	49.7184	301.688	0.383458	0.026036	0.171766	-0.507712	
200.816	50.3473	301.325	0.384992	0.026036	0.171766	-0.507712	
201.926	52.8416	300.125	0.384992	0.026036	0.171766	-0.507712	
201.443	51.9281	300.155	0.384992	0.026036	0.171766	-0.507712	
201.453	51.8988	300.49	0.384992	0.026036	0.171766	-0.506178	
202.02	53.3241	299.431	0.383458	0.026036	0.171766	-0.507712	
202.556	53.51	299.077	0.384992	0.026036	0.171766	-0.507712	
203.115	53.4726	299.852	0.383458	0.026036	0.171766	-0.507712	
202.449	53.4671	300.267	0.384992	0.026036	0.171766	-0.507712	
202.971	54.8608	299.597	0.384992	0.026036	0.171766	-0.507712	
202.83	54.6127	299.943	0.383458	0.026036	0.171766	-0.507712	
203.367	54.9185	299.18	0.383458	0.026036	0.171766	-0.507712	
203.493	56.2162	299.201	0.384992	0.026036	0.171766	-0.507712	
203.535	56.1393	299.046	0.384992	0.026036	0.171766	-0.507712	
204.296	56.5748	298.369	0.383458	0.026036	0.171766	-0.507712	
204.231	57.5509	298.851	0.383458	0.026036	0.171766	-0.507712	
204.4	57.7806	298.938	0.383458	0.026036	0.171766	-0.507712	
204.731	57.9574	298.684	0.384992	0.026036	0.171766	-0.507712	
204.807	59.3181	299.015	0.383458	0.026036	0.171766	-0.507712	
205.115	59.4776	298.38	0.384992	0.026036	0.171766	-0.507712	
205.097	59.5378	298.458	0.384992	0.026036	0.171766	-0.506178	
206.33	61.1759	298.643	0.383458	0.026036	0.171766	-0.507712	
205.951	61.3318	298.228	0.383458	0.026036	0.171766	-0.507712	
204.947	60.6296	299.044	0.384992	0.026036	0.171766	-0.507712	
204.353	60.2099	299.541	0.383458	0.026036	0.171766	-0.507712	
204.286	60.2092	299.503	0.383458	0.026036	0.171766	-0.507712	
204.247	60.2376	299.693	0.383458	0.026036	0.171766	-0.507712	
204.418	59.6274	300.171	0.384992	0.026036	0.171766	-0.507712	
204.302	59.9488	299.67	0.384992	0.026036	0.171766	-0.507712	
204.432	59.9777	299.457	0.383458	0.026036	0.171766	-0.507712	
204.383	59.978	299.59	0.383458	0.026036	0.171766	-0.507712	
204.473	60.0251	299.552	0.384992	0.026036	0.171766	-0.507712	
204.312	59.9552	299.587	0.383458	0.026036	0.171766	-0.507712	
204.264	59.9366	299.787	0.384992	0.026036	0.171766	-0.507712	
204.598	60.0417	299.863	0.383458	0.026036	0.171766	-0.507712	
204.314	59.9398	299.68	0.383458	0.026036	0.171766	-0.507712	
204.354	59.9716	299.629	0.383458	0.026036	0.171766	-0.507712	
204.341	59.954	299.699	0.384992	0.026036	0.171766	-0.507712	
204.391	59.9762	299.573	0.383458	0.026036	0.171766	-0.507712	
204.44	60.0081	299.593	0.384992	0.026036	0.171766	-0.507712	
204.331	60.0105	299.674	0.384992	0.02757	0.171766	-0.506178	
204.408	60.0224	299.627	0.383458	0.026036	0.171766	-0.507712	
204.406	60.0193	299.612	0.383458	0.026036	0.170232	-0.506178	
204.415	60.0278	300.227	0.383458	0.026036	0.171766	-0.507712	
204.294	59.9937	299.731	0.384992	0.026036	0.171766	-0.507712	
204.454	60.0514	299.544	0.383458	0.026036	0.171766	-0.507712	
204.3	59.9912	299.734	0.383458	0.026036	0.171766	-0.507712	
204.26	59.9937	299.772	0.383458	0.02757	0.171766	-0.507712	
204.304	59.9902	299.732	0.384992	0.02757	0.171766	-0.507712	
204.228	59.9779	299.913	0.384992	0.026036	0.170232	-0.507712	
204.331	60.0087	299.803	0.383458	0.026036	0.171766	-0.506178	
204.206	59.9713	299.926	0.383458	0.026036	0.171766	-0.506178	
204.284	59.9875	299.732	0.383458	0.026036	0.171766	-0.507712	
204.585	60.0674	300.024	0.383458	0.026036	0.171766	-0.507712	
204.446	60.0277	299.696	0.384992	0.026036	0.171766	-0.507712	
204.436	60.0417	299.594	0.383458	0.026036	0.171766	-0.507712	
204.242	59.9688	299.791	0.383458	0.026036	0.171766	-0.507712	
204.293	60.003	299.838	0.384992	0.026036	0.171766	-0.507712	
204.249	59.9834	299.813	0.383458	0.026036	0.171766	-0.507712	
204.375	60.042	299.775	0.383458	0.026036	0.171766	-0.507712	
204.287	60.0119	299.874	0.383458	0.026036	0.170232	-0.507712	
204.284	60.0007	299.738	0.383458	0.026036	0.171766	-0.507712	
204.152	60.293	299.83	0.383458	0.026036	0.171766	-0.507712	
204.108	59.9404	299.998	0.383458	0.026036	0.171766	-0.507712	
204.228	59.9869	299.938	0.383458	0.026036	0.171766	-0.507712	
204.199	59.9862	299.901	0.384992	0.026036	0.171766	-0.507712	
204.15	59.9563	299.986	0.383458	0.026036	0.171766	-0.507712	
204.217	59.983	299.94	0.384992	0.026036	0.171766	-0.507712	
204.129	59.9603	300.001	0.383458	0.026036	0.171766	-0.507712	
204.155	59.9543	300.063	0.383458	0.026036	0.171766	-0.507712	
204.216	59.9872	299.995	0.384992	0.026036	0.171766	-0.507712	
204.181	59.9805	300.013	0.384992	0.026036	0.171766	-0.507712	
204.157	59.9774	299.96	0.383458	0.026036	0.171766	-0.507712	
204.282	60.0197	299.859	0.383458	0.026036	0.171766	-0.507712	
204.107	59.9633	300.083	0.383458	0.026036	0.171766	-0.507712	
204.276	60.0043	299.805	0.384992	0.026036	0.171766	-0.507712	
204.235	60.0041	299.94	0.384992	0.026036	0.171766	-0.507712	
204.261	60.0118	299.999	0.383458	0.026036	0.171766	-0.507712	
204.165	59.9719	299.957	0.384992	0.026036	0.171766	-0.507712	
204.264	60.0146	299.957	0.383458	0.026036	0.171766	-0.507712	
204.16	59.9529	300.145	0.383458	0.026036	0.171766	-0.507712	
204.401	60.0482	300.318	0.383458	0.026036	0.171766	-0.507712	
204.265	60.02	299.929	0.383458	0.026036	0.171766	-0.507712	
204.446	60.0913	300.26	0.384992	0.026036	0.171766	-0.507712	
204.181	59.9887	300.125	0.384992	0.026036	0.171766	-0.507712	
204.239	60.0176	300.083	0.383458	0.026036	0.171766	-0.507712	
204.174	60.0163	300.029	0.384992	0.026036	0.171766	-0.507712	
204.242	59.9985	300.073	0.384992	0.026036	0.171766	-0.506178	
204.234	60.008	300.032	0.383458	0.026036	0.171766	-0.506178	
204.164	59.9803	300.064	0.383458	0.026036	0.171766	-0.507712	
204.224	60.0082	300.03	0.384992	0.026036	0.171766	-0.507712	
203.978	59.8251	300.097	0.384992	0.026036	0.171766	-0.513848	
202.267	58.5061	300.641	0.38806	0.026036	0.171766	-0.529188	
201.246	57.9797	298.941	0.398798	0.026036	0.171766	-0.535324	
199.273	57.6486	296.823	0.414138	0.026036	0.171766	-0.542994	
197.338	56.8589	296.73	0.41874	0.026036	0.171766	-0.547596	
196.399	56.4568	295.47	0.42641	0.026036	0.171766	-0.553732	
194.992	55.7257	293.822	0.438682	0.026036	0.171766	-0.562936	
193.128	55.1475	292.983	0.446352	0.026036	0.171766	-0.570606	
192.116	54.68	292.47	0.452488	0.026036	0.171766	-0.575208	
192.365	54.6513	285.54	0.46476	0.026036	0.171766	-0.581344	
189.66	53.7346	283.771	0.475498	0.026036	0.171766	-0.590548	
186.474	52.5826	287.687	0.4801	0.02757	0.171766	-0.596684	
184.436	52.0989	286.373	0.490838	0.026036	0.171766	-0.60282	
181.98	51.5623	284.633	0.50311	0.026036	0.171766	-0.612024	
181.36	51.0584	282.481	0.509246	0.026036	0.171766	-0.61816	
178.977	49.9284	282.462	0.51845	0.026036	0.171766	-0.624296	
176.123	49.4731	280.054	0.532256	0.026036	0.171766	-0.6335	
175.786	49.0018	277.323	0.538392	0.026036	0.171766	-0.639636	
172.785	48.1976	278.688	0.546062	0.026036	0.171766	-0.644238	
170.667	47.4167	277.55	0.5568	0.026036	0.171766	-0.650374	
170.217	47.365	272.826	0.567538	0.026036	0.171766	-0.65651	
168.79	46.6688	272.629	0.570606	0.026036	0.171766	-0.66418	
168.493	46.5809	271.193	0.570606	0.026036	0.171766	-0.66418	
168.369	46.2377	271.534	0.570606	0.026036	0.171766	-0.66418	
168.901	46.6997	269.601	0.570606	0.026036	0.171766	-0.66418	
167.579	46.0094	269.918	0.570606	0.026036	0.171766	-0.66418	
165.85	45.4701	274.05	0.570606	0.026036	0.171766	-0.66418	
165.983	45.5537	273.835	0.570606	0.026036	0.171766	-0.66418	
166.024	45.5842	273.788	0.570606	0.026036	0.171766	-0.66418	
165.495	45.4886	274.278	0.570606	0.026036	0.176368	-0.665714	
165.387	45.696	273.388	0.570606	0.02757	0.18097	-0.66418	
164.956	45.767	273.179	0.570606	0.026036	0.18864	-0.66418	
164.88	45.9116	272.737	0.570606	0.02757	0.193242	-0.66418	
165.375	47.0343	271.849	0.567538	0.0352399	0.199378	-0.66418	
168.042	49.7426	268.766	0.566004	0.0444441	0.205514	-0.653442	
169.308	51.6193	268.747	0.558334	0.049046	0.21165	-0.647306	
169.715	52.2379	269.983	0.552198	0.049046	0.216252	-0.642704	
170.874	53.1258	269.9	0.546062	0.055182	0.223922	-0.636568	
172.97	56.0692	268.278	0.54146	0.0643861	0.228524	-0.630432	
174.709	58.8227	267.134	0.535324	0.0705221	0.23466	-0.622762	
175.111	59.723	268.41	0.532256	0.075124	0.237728	-0.61816	
174.693	61.4134	268.427	0.530722	0.079726	0.246932	-0.612024	
176.369	63.755	266.737	0.527654	0.0858622	0.251534	-0.605888	
178.575	66.83	267.925	0.513848	0.0935321	0.25767	-0.598218	
179.418	67.9398	269.525	0.504644	0.098134	0.262272	-0.592082	
182.428	70.3622	267.461	0.500042	0.101202	0.268408	-0.585946	
181.793	71.0266	269.413	0.496974	0.108872	0.274544	-0.57981	
182.208	73.1023	269.736	0.496974	0.115008	0.28068	-0.573674	
183.571	75.5508	269.611	0.492372	0.121144	0.285282	-0.567538	
185.523	77.1879	269.749	0.484702	0.124212	0.291418	-0.561402	
187.292	79.8127	270.362	0.475498	0.130348	0.297554	-0.555266	
188.579	81.8282	270.589	0.470896	0.13495	0.302156	-0.547596	
189.287	83.4082	269.774	0.469362	0.139552	0.308292	-0.542994	
190.427	85.8328	269.503	0.469362	0.144154	0.314428	-0.536858	
191.595	87.4536	268.749	0.46476	0.145688	0.320564	-0.532256	
195.462	90.8481	266.619	0.454022	0.154892	0.325166	-0.52612	
198.448	94.472	266.425	0.443284	0.16563	0.331302	-0.516916	
196.882	95.6017	269.867	0.438682	0.171766	0.337438	-0.51078	
196.948	96.3874	270.688	0.438682	0.171766	0.34204	-0.506178	
198.511	98.2426	269.902	0.438682	0.1733	0.348176	-0.501576	
199.022	99.8851	269.699	0.438682	0.177902	0.354312	-0.496974	
198.766	101.981	269.871	0.438682	0.185572	0.35738	-0.492372	
199.656	104.413	268.96	0.438682	0.190174	0.363516	-0.486236	
199.537	106.646	268.388	0.443284	0.194776	0.369652	-0.4801	
198.599	107.512	266.392	0.452488	0.197844	0.375788	-0.475498	
198.146	110.194	262.696	0.466294	0.205514	0.381924	-0.47243	
196.746	112.78	260.812	0.47243	0.213184	0.386526	-0.466294	
197.483	114.871	259.306	0.475498	0.217786	0.391128	-0.460158	
