<<<<<<< HEAD
1.119099259908210229e+02,1.103960722765019398e+02,2.922926953897627982e+02
1.221517207350337628e+02,1.313406869186339065e+02,2.433280135382295839e+02
1.324188565068195942e+02,1.931551054768548568e+02,2.880625343979371564e+02
1.493067427965372644e+02,2.110841172634404188e+02,3.670776827555012574e+02
1.877443977662685484e+02,2.718890589705871434e+02,3.523736687185524943e+02
1.136937205379283853e+02,5.976930309125461349e+01,2.580505682117633910e+02
1.442701164732284269e+02,9.156398864440174634e+01,2.262021610243110388e+02
1.620040954421670563e+02,1.386309065666602578e+02,2.476151918385243107e+02
1.850564238109085125e+02,1.668434307024514283e+02,2.819020817611288408e+02
2.176750949246361415e+02,2.044529614266977262e+02,3.393303782960460921e+02
1.225873059126978433e+02,4.772174311150440928e+01,3.107490125741567226e+02
1.504735106446278223e+02,5.805603210452190410e+01,2.533911715348031066e+02
1.845391278690258900e+02,8.078430340961445211e+01,2.703097060004946002e+02
2.006299181945595080e+02,1.163195815930695289e+02,2.545828623207334260e+02
2.198139948645665527e+02,1.405447520092369871e+02,3.085029759909645577e+02
1.470610723659757468e+02,3.380512277089109574e+01,3.311986341696426734e+02
1.796016393437848251e+02,5.056492392889603593e+01,3.023033407918475177e+02
2.022774669605363727e+02,7.319563733701511410e+01,3.027639089604778064e+02
2.273195384458902595e+02,9.763989002756188995e+01,3.013495476551785828e+02
2.318685377131303653e+02,1.383187487037162953e+02,3.933402494119841890e+02
1.401919385802284523e+02,6.928288556251173702e+01,3.391627956493044849e+02
1.681642800012167527e+02,3.591139382143106218e+01,3.821507721696937097e+02
2.006398523568343535e+02,6.163066219987085503e+01,3.450020361304963217e+02
2.226960346576266829e+02,7.918959497666297409e+01,3.530989545444653004e+02
1.992351505483755716e+02,7.959824570698283708e+01,3.927956231280621751e+02
=======
1.888940223651342194e+02,1.761402844371744720e+02,4.041964640932266093e+02
2.379293080428151939e+02,1.552945505127158015e+02,4.077449649549791957e+02
2.444306227254789405e+02,1.105576081683005754e+02,3.724735994116672373e+02
2.184351615552415069e+02,1.653106546440060640e+02,3.540267571059592910e+02
2.175403232732084291e+02,2.391099810799398142e+02,3.643217595349732960e+02
2.127028203877002852e+02,1.139713391952270456e+02,3.413752048181489158e+02
2.331348904496391015e+02,1.384770497697483336e+02,3.001414345089638118e+02
2.134337340788898416e+02,1.166984829097864349e+02,2.877198066303488986e+02
1.894905981208590333e+02,1.517023378924080248e+02,2.959679320452719367e+02
1.765945131570326794e+02,2.085807377680077366e+02,2.840858676506621237e+02
2.214713549625137148e+02,7.853531800794279150e+01,3.164709910623562905e+02
2.051250858743060803e+02,6.666524591884416395e+01,3.031048466245512145e+02
1.914703604262629710e+02,8.222591760597666166e+01,2.809353550369729078e+02
1.864565061697491046e+02,1.045412585218505654e+02,2.471554685531631890e+02
1.728377973184014422e+02,1.542080691923615632e+02,2.434169555249939663e+02
1.901487396580496352e+02,5.843440292013040960e+01,3.430328708672118978e+02
1.644018514695115414e+02,8.936806391534152283e+01,3.331172201535700310e+02
1.550802718689998017e+02,4.759995744749236479e+01,3.018501995861757905e+02
1.615841785722256532e+02,7.410054611619850107e+01,2.456391854895682627e+02
1.397024867212459185e+02,1.130680474023114783e+02,2.349548601278796696e+02
1.867309660988314022e+02,7.628666940112135819e+01,4.293651418832160971e+02
1.499125272702858638e+02,3.581514836429441573e+01,3.869110423654865372e+02
1.087736086847802994e+02,3.431695414250405918e+01,3.229639282538034877e+02
1.184465696520928191e+02,7.590391452406070982e+01,2.326929785905963968e+02
1.196172873290259133e+02,1.422611192300387586e+02,2.270754228116803120e+02
>>>>>>> 875a3e421cd4fd2c463d7978d6002656ae8c4a1e
